Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
42874,Student loan,Non-federal student loan,Repaying your loan,,CA,90745,Web,03/29/2012,04/02/2012,Wells Fargo,Closed without relief,Yes,No
42871,Student loan,Non-federal student loan,Repaying your loan,,KY,40299,Referral,03/29/2012,03/29/2012,Sallie Mae,Closed without relief,Yes,No
42870,Student loan,Non-federal student loan,Repaying your loan,,NC,28331,Web,03/29/2012,04/02/2012,Navient,Closed without relief,Yes,Yes
42864,Student loan,Non-federal student loan,Repaying your loan,,MN,55428,Web,03/29/2012,07/12/2012,Student Loan Finance Corporation,Closed with explanation,Yes,No
42859,Student loan,Non-federal student loan,Problems when you are unable to pay,,VA,23832,Web,03/29/2012,04/02/2012,AES/PHEAA,Closed without relief,Yes,No
42855,Student loan,Non-federal student loan,Repaying your loan,,IL,60625,Web,03/29/2012,04/02/2012,Navient,Closed with relief,Yes,No
42848,Student loan,Non-federal student loan,Repaying your loan,,AL,36120,Web,03/29/2012,03/30/2012,Citibank,Closed without relief,No,Yes
42837,Student loan,Non-federal student loan,Repaying your loan,,OH,44708,Web,03/29/2012,04/02/2012,Navient,Closed without relief,Yes,Yes
42803,Student loan,Non-federal student loan,Repaying your loan,,NY,14086,Web,03/29/2012,04/03/2012,JPMorgan Chase,Closed without relief,Yes,No
42768,Student loan,Non-federal student loan,Repaying your loan,,FL,32750,Web,03/29/2012,04/02/2012,AES/PHEAA,Closed without relief,Yes,No
42726,Student loan,Non-federal student loan,Repaying your loan,,NY,11769,Web,03/29/2012,07/02/2012,U.S. Bancorp,Closed with explanation,Yes,Yes
42721,Student loan,Non-federal student loan,Problems when you are unable to pay,,IL,60613,Web,03/29/2012,03/30/2012,Navient,Closed without relief,Yes,No
42718,Student loan,Non-federal student loan,Repaying your loan,,CA,91107,Web,03/29/2012,04/02/2012,Navient,Closed without relief,Yes,No
42695,Student loan,Non-federal student loan,Repaying your loan,,CT,06040,Web,03/29/2012,04/03/2012,Navient,Closed without relief,Yes,No
42663,Student loan,Non-federal student loan,Repaying your loan,,CA,91765,Web,03/29/2012,03/30/2012,Navient,Closed without relief,Yes,Yes
42656,Student loan,Non-federal student loan,Repaying your loan,,IL,60440,Web,03/29/2012,04/11/2012,AES/PHEAA,Closed without relief,Yes,No
42646,Student loan,Non-federal student loan,Problems when you are unable to pay,,NY,11702,Web,03/29/2012,04/03/2012,Navient,Closed with relief,Yes,No
42620,Student loan,Non-federal student loan,Repaying your loan,,TX,75287,Web,03/29/2012,04/03/2012,Navient,Closed without relief,Yes,No
42616,Student loan,Non-federal student loan,Repaying your loan,,MN,55430,Web,03/29/2012,04/03/2012,Wells Fargo,Closed without relief,Yes,No
42605,Student loan,Non-federal student loan,Repaying your loan,,MD,21029,Web,03/29/2012,03/30/2012,Navient,Closed without relief,Yes,No
42562,Student loan,Non-federal student loan,Repaying your loan,,VA,22202,Web,03/29/2012,04/02/2012,KeyBank NA,Closed without relief,Yes,Yes
42560,Student loan,Non-federal student loan,Repaying your loan,,OR,97232,Web,03/29/2012,04/02/2012,AES/PHEAA,Closed without relief,Yes,No
42558,Student loan,Non-federal student loan,Repaying your loan,,TX,77450,Web,03/29/2012,03/30/2012,Navient,Closed without relief,Yes,Yes
42540,Student loan,Non-federal student loan,Problems when you are unable to pay,,MD,20904,Web,03/29/2012,04/02/2012,Navient,Closed with relief,Yes,No
42525,Student loan,Non-federal student loan,Repaying your loan,,NY,12980,Web,03/29/2012,04/02/2012,Citibank,Closed without relief,Yes,No
42514,Student loan,Non-federal student loan,Repaying your loan,,OH,44134,Web,03/29/2012,04/02/2012,Navient,Closed without relief,Yes,No
42508,Student loan,Non-federal student loan,Problems when you are unable to pay,,IL,62258,Web,03/29/2012,03/30/2012,Navient,Closed without relief,Yes,No
42507,Student loan,Non-federal student loan,Problems when you are unable to pay,,MI,48043,Web,03/29/2012,03/30/2012,Navient,Closed without relief,Yes,No
42506,Student loan,Non-federal student loan,Problems when you are unable to pay,,FL,33511,Web,03/29/2012,03/30/2012,Navient,Closed with relief,Yes,No
42503,Student loan,Non-federal student loan,Problems when you are unable to pay,,NY,14080,Web,03/29/2012,04/02/2012,AES/PHEAA,Closed without relief,Yes,No
42498,Student loan,Non-federal student loan,Repaying your loan,,NY,11226,Web,03/29/2012,04/02/2012,Citibank,Closed without relief,No,No
42480,Student loan,Non-federal student loan,Repaying your loan,,WI,53233,Web,03/29/2012,03/30/2012,U.S. Bancorp,Closed without relief,Yes,No
42461,Student loan,Non-federal student loan,Repaying your loan,,NY,14781,Web,03/29/2012,04/02/2012,Citibank,Closed without relief,Yes,No
42445,Student loan,Non-federal student loan,Repaying your loan,,OH,43207,Web,03/29/2012,03/30/2012,AES/PHEAA,Closed without relief,Yes,No
42069,Student loan,Non-federal student loan,Repaying your loan,,MI,48640,Web,03/29/2012,08/22/2012,KeyBank NA,Closed,Yes,No
42068,Student loan,Non-federal student loan,Repaying your loan,,MI,48640,Web,03/29/2012,03/30/2012,Citibank,Closed without relief,Yes,No
86070,Student loan,Non-federal student loan,Repaying your loan,,FL,32905,Web,03/29/2012,03/30/2012,Navient,Closed without relief,Yes,Yes
42167,Student loan,Non-federal student loan,Repaying your loan,,PA,15226,Web,03/28/2012,03/29/2012,Citibank,Closed without relief,No,No
42147,Student loan,Non-federal student loan,Repaying your loan,,CA,91604,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
42146,Student loan,Non-federal student loan,Repaying your loan,,IL,60618,Web,03/28/2012,03/29/2012,Citibank,Closed without relief,Yes,No
42145,Student loan,Non-federal student loan,Repaying your loan,,NY,11215,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
42141,Student loan,Non-federal student loan,Repaying your loan,,GA,30328,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,Yes
42140,Student loan,Non-federal student loan,Problems when you are unable to pay,,GA,30328,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,Yes
42138,Student loan,Non-federal student loan,Repaying your loan,,OK,73132,Web,03/28/2012,03/29/2012,Citibank,Closed without relief,No,No
42130,Student loan,Non-federal student loan,Repaying your loan,,NY,11101,Web,03/28/2012,03/29/2012,Citibank,Closed without relief,Yes,No
42193,Student loan,Non-federal student loan,Problems when you are unable to pay,,MI,49512,Web,03/28/2012,03/28/2012,AES/PHEAA,Closed without relief,Yes,No
42121,Student loan,Non-federal student loan,Repaying your loan,,CA,92277,Web,03/28/2012,03/28/2012,AES/PHEAA,Closed without relief,Yes,No
42085,Student loan,Non-federal student loan,Problems when you are unable to pay,,VA,22407,Web,03/28/2012,03/28/2012,Wells Fargo,Closed without relief,Yes,No
42082,Student loan,Non-federal student loan,Repaying your loan,,OR,97140,Web,03/28/2012,03/28/2012,Navient,Closed without relief,Yes,No
42080,Student loan,Non-federal student loan,Repaying your loan,,NY,10005,Web,03/28/2012,03/28/2012,Navient,Closed without relief,Yes,No
42079,Student loan,Non-federal student loan,Repaying your loan,,MD,21218,Web,03/28/2012,03/28/2012,Bank of America,Closed with relief,Yes,Yes
42077,Student loan,Non-federal student loan,Repaying your loan,,MA,02130,Web,03/28/2012,03/28/2012,Navient,Closed without relief,Yes,No
42075,Student loan,Non-federal student loan,Getting a loan,,CT,06112,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
42073,Student loan,Non-federal student loan,Problems when you are unable to pay,,CA,90732,Web,03/28/2012,03/29/2012,AES/PHEAA,Closed without relief,Yes,No
42072,Student loan,Non-federal student loan,Repaying your loan,,UT,84103,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
42066,Student loan,Non-federal student loan,Repaying your loan,,MI,48640,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
42057,Student loan,Non-federal student loan,Repaying your loan,,CA,94590,Web,03/28/2012,03/29/2012,Wells Fargo,Closed without relief,Yes,No
41946,Student loan,Non-federal student loan,Repaying your loan,,IN,46561,Web,03/28/2012,03/29/2012,Sallie Mae,Closed without relief,Yes,No
42055,Student loan,Non-federal student loan,Repaying your loan,,CA,94114,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
41825,Student loan,Non-federal student loan,Problems when you are unable to pay,,OR,97223,Web,03/28/2012,07/10/2012,Iowa Student Loan,Closed with explanation,Yes,No
42198,Student loan,Non-federal student loan,Problems when you are unable to pay,,NY,11743,Web,03/28/2012,03/28/2012,JPMorgan Chase,Closed without relief,Yes,No
42206,Student loan,Non-federal student loan,Repaying your loan,,CA,90042,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
42210,Student loan,Non-federal student loan,Problems when you are unable to pay,,FL,34953,Web,03/28/2012,03/30/2012,AES/PHEAA,Closed without relief,Yes,No
42245,Student loan,Non-federal student loan,Repaying your loan,,OH,45036,Web,03/28/2012,04/03/2012,U.S. Bancorp,Closed without relief,Yes,No
42255,Student loan,Non-federal student loan,Repaying your loan,,GA,31406,Web,03/28/2012,03/29/2012,Navient,Closed with relief,Yes,No
42267,Student loan,Non-federal student loan,Repaying your loan,,UT,84103,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
42278,Student loan,Non-federal student loan,Repaying your loan,,WA,98328,Web,03/28/2012,03/29/2012,U.S. Bancorp,Closed without relief,Yes,No
42291,Student loan,Non-federal student loan,Repaying your loan,,KS,67070,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
42306,Student loan,Non-federal student loan,Repaying your loan,,AR,71854,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
42307,Student loan,Non-federal student loan,Repaying your loan,,OH,45040,Web,03/28/2012,03/29/2012,AES/PHEAA,Closed without relief,Yes,Yes
42327,Student loan,Non-federal student loan,Repaying your loan,,CA,90712,Phone,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
42330,Student loan,Non-federal student loan,Repaying your loan,,NJ,08904,Web,03/28/2012,07/10/2012,Texas Higher Education Coordinating Board,Untimely response,No,
42342,Student loan,Non-federal student loan,Problems when you are unable to pay,,TX,75428,Web,03/28/2012,04/23/2012,ACS Education Services,Closed without relief,Yes,No
42380,Student loan,Non-federal student loan,Repaying your loan,,VA,22031,Web,03/28/2012,03/29/2012,Citibank,Closed without relief,Yes,No
42392,Student loan,Non-federal student loan,Repaying your loan,,MI,49424,Web,03/28/2012,03/29/2012,Citibank,Closed with relief,No,No
42395,Student loan,Non-federal student loan,Repaying your loan,,TX,78247,Web,03/28/2012,03/29/2012,Navient,Closed with relief,Yes,No
42404,Student loan,Non-federal student loan,Repaying your loan,,GA,30680,Web,03/28/2012,03/29/2012,AES/PHEAA,Closed without relief,Yes,No
42410,Student loan,Non-federal student loan,Repaying your loan,,FL,32905,Web,03/28/2012,05/07/2012,KeyBank NA,Closed without relief,Yes,No
42411,Student loan,Non-federal student loan,Repaying your loan,,WI,53406,Web,03/28/2012,03/29/2012,U.S. Bancorp,Closed without relief,Yes,No
42419,Student loan,Non-federal student loan,Repaying your loan,,TX,75230,Web,03/28/2012,03/30/2012,Navient,Closed without relief,Yes,No
42424,Student loan,Non-federal student loan,Repaying your loan,,CA,90401,Web,03/28/2012,03/30/2012,AES/PHEAA,Closed without relief,Yes,No
42427,Student loan,Non-federal student loan,Repaying your loan,,OH,43015,Web,03/28/2012,03/30/2012,Wells Fargo,Closed without relief,Yes,No
42430,Student loan,Non-federal student loan,Repaying your loan,,GA,30327,Web,03/28/2012,03/30/2012,JPMorgan Chase,Closed without relief,Yes,No
42435,Student loan,Non-federal student loan,Repaying your loan,,IN,46913,Web,03/28/2012,03/30/2012,Navient,Closed without relief,Yes,No
34675,Student loan,Non-federal student loan,Repaying your loan,,OH,43207,Web,03/28/2012,03/30/2012,Navient,Closed without relief,Yes,No
42186,Student loan,Non-federal student loan,Repaying your loan,,CA,90048,Web,03/28/2012,03/28/2012,Wells Fargo,Closed without relief,Yes,No
42172,Student loan,Non-federal student loan,Repaying your loan,,IL,60090,Web,03/28/2012,07/10/2012,Iowa Student Loan,Closed with explanation,Yes,No
42171,Student loan,Non-federal student loan,Repaying your loan,,ME,04008,Web,03/28/2012,03/29/2012,Navient,Closed without relief,Yes,No
39916,Student loan,Non-federal student loan,Repaying your loan,,PA,16801,Web,03/27/2012,03/27/2012,PNC Bank,Closed with relief,Yes,No
41324,Student loan,Non-federal student loan,Problems when you are unable to pay,,CA,90292,Web,03/27/2012,03/29/2012,Citibank,Closed without relief,No,No
41525,Student loan,Non-federal student loan,Problems when you are unable to pay,,DE,19720,Web,03/27/2012,03/29/2012,Navient,Closed without relief,Yes,Yes
41552,Student loan,Non-federal student loan,Repaying your loan,,MN,56345,Web,03/27/2012,03/29/2012,Navient,Closed without relief,Yes,No
41561,Student loan,Non-federal student loan,Repaying your loan,,NV,,Referral,03/27/2012,03/29/2012,Navient,Closed without relief,Yes,Yes
41659,Student loan,Non-federal student loan,Repaying your loan,,NY,10467,Web,03/27/2012,03/28/2012,Navient,Closed with relief,Yes,No
41703,Student loan,Non-federal student loan,Problems when you are unable to pay,,CA,94601,Web,03/27/2012,03/28/2012,AES/PHEAA,Closed without relief,Yes,No
41730,Student loan,Non-federal student loan,Repaying your loan,,IL,62294,Web,03/27/2012,03/28/2012,AES/PHEAA,Closed without relief,Yes,No
41808,Student loan,Non-federal student loan,Repaying your loan,,MA,02338,Web,03/27/2012,03/28/2012,Navient,Closed without relief,Yes,No
41321,Student loan,Non-federal student loan,Repaying your loan,,NY,10034,Web,03/26/2012,03/29/2012,Navient,Closed without relief,Yes,No
40810,Student loan,Non-federal student loan,Problems when you are unable to pay,,TX,77498,Phone,03/26/2012,03/27/2012,Navient,Closed without relief,Yes,Yes
40891,Student loan,Non-federal student loan,Problems when you are unable to pay,,MI,48071,Web,03/26/2012,03/27/2012,Citibank,Closed without relief,No,No
41017,Student loan,Non-federal student loan,Repaying your loan,,NY,11233,Web,03/26/2012,03/27/2012,AES/PHEAA,Closed without relief,Yes,No
41038,Student loan,Non-federal student loan,Problems when you are unable to pay,,NM,87112,Web,03/26/2012,03/27/2012,Navient,Closed without relief,Yes,No
41165,Student loan,Non-federal student loan,Repaying your loan,,CA,91709,Web,03/26/2012,03/27/2012,Citibank,Closed without relief,Yes,No
41181,Student loan,Non-federal student loan,Repaying your loan,,NV,89502,Web,03/26/2012,03/27/2012,Navient,Closed with relief,Yes,No
41182,Student loan,Non-federal student loan,Repaying your loan,,ND,58103,Web,03/26/2012,03/27/2012,Sallie Mae,Closed without relief,Yes,No
41255,Student loan,Non-federal student loan,Repaying your loan,,AZ,85716,Web,03/26/2012,03/27/2012,Navient,Closed with relief,Yes,No
41282,Student loan,Non-federal student loan,Problems when you are unable to pay,,OH,44081,Web,03/26/2012,07/16/2012,Allied International Credit Corporation,Closed with explanation,Yes,No
41296,Student loan,Non-federal student loan,Repaying your loan,,AZ,85295,Web,03/26/2012,03/28/2012,Navient,Closed without relief,Yes,Yes
41308,Student loan,Non-federal student loan,Problems when you are unable to pay,,CA,95825,Web,03/26/2012,04/11/2012,AES/PHEAA,Closed without relief,Yes,No
41320,Student loan,Non-federal student loan,Repaying your loan,,MO,63010,Web,03/26/2012,03/29/2012,U.S. Bancorp,Closed without relief,Yes,Yes
40778,Student loan,Non-federal student loan,Repaying your loan,,IL,61111,Web,03/25/2012,03/27/2012,Navient,Closed without relief,Yes,No
57766,Student loan,Non-federal student loan,Problems when you are unable to pay,,NV,89512,Web,03/25/2012,03/26/2012,AES/PHEAA,Closed without relief,Yes,Yes
40604,Student loan,Non-federal student loan,Problems when you are unable to pay,,CA,90066,Web,03/25/2012,03/28/2012,Navient,Closed without relief,Yes,No
40771,Student loan,Non-federal student loan,Repaying your loan,,NY,11102,Web,03/25/2012,03/26/2012,Great Lakes,Closed without relief,No,No
40578,Student loan,Non-federal student loan,Repaying your loan,,NY,14009,Web,03/24/2012,03/27/2012,Navient,Closed without relief,Yes,No
40558,Student loan,Non-federal student loan,Problems when you are unable to pay,,IL,60612,Web,03/24/2012,03/26/2012,Navient,Closed without relief,Yes,No
