Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1167481,Student loan,Non-federal student loan,Can't repay my loan,,IN,47638,Web,12/22/2014,12/31/2014,Transworld Systems Inc.,Closed with explanation,Yes,No
1167399,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10530,Web,12/22/2014,12/22/2014,JPMorgan Chase,Closed with explanation,Yes,No
1167345,Student loan,Non-federal student loan,Can't repay my loan,,NH,03801,Web,12/22/2014,12/22/2014,Sallie Mae,Closed with explanation,Yes,No
1166751,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90249,Web,12/22/2014,12/22/2014,Navient,Closed with explanation,Yes,No
1166592,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AZ,85364,Referral,12/22/2014,12/29/2014,JPMorgan Chase,Closed with explanation,Yes,No
1166461,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,22903,Web,12/22/2014,12/24/2014,South Carolina Student Loan,Closed with non-monetary relief,Yes,No
1166230,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,49331,Web,12/22/2014,12/22/2014,Navient,Closed with explanation,Yes,No
1165686,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IN,47025,Web,12/21/2014,12/21/2014,Genesis Lending,Closed with explanation,Yes,No
1165651,Student loan,Non-federal student loan,Can't repay my loan,,TN,37804,Web,12/21/2014,12/21/2014,Navient,Closed with explanation,Yes,No
1166065,Student loan,Non-federal student loan,Getting a loan,,AL,36609,Web,12/21/2014,12/24/2014,Bank of America,Closed with explanation,Yes,No
1165669,Student loan,Non-federal student loan,Dealing with my lender or servicer,,SD,57042,Web,12/21/2014,12/24/2014,"Weltman, Weinberg & Reis",Closed with explanation,Yes,Yes
1165546,Student loan,Non-federal student loan,Can't repay my loan,,CA,96146,Web,12/20/2014,12/20/2014,Navient,Closed with explanation,Yes,No
1165522,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,18353,Web,12/20/2014,12/20/2014,AES/PHEAA,Closed with explanation,Yes,Yes
1165518,Student loan,Non-federal student loan,Can't repay my loan,,NC,28270,Web,12/20/2014,12/20/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,No
1163832,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CT,06514,Web,12/19/2014,12/19/2014,Navient,Closed with explanation,Yes,Yes
1165404,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33545,Web,12/19/2014,12/20/2014,Navient,Closed with explanation,Yes,No
1164860,Student loan,Non-federal student loan,Can't repay my loan,,MN,55413,Web,12/19/2014,12/19/2014,Sallie Mae,Closed with monetary relief,Yes,No
1164794,Student loan,Non-federal student loan,Can't repay my loan,,OH,45011,Web,12/19/2014,12/23/2014,Navient,Closed with explanation,Yes,No
1164741,Student loan,Non-federal student loan,Dealing with my lender or servicer,,ME,04538,Web,12/19/2014,12/23/2014,"Susan J. Szwed, P.A.",Closed with explanation,Yes,
1164645,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60409,Web,12/19/2014,12/19/2014,Navient,Closed with explanation,Yes,No
1164591,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10105,Web,12/19/2014,12/19/2014,Student Assistance Foundation,Closed with explanation,Yes,Yes
1164360,Student loan,Non-federal student loan,Can't repay my loan,,WA,46307,Referral,12/19/2014,12/23/2014,Wells Fargo,Closed with explanation,Yes,No
1164287,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MN,55125,Postal mail,12/19/2014,12/23/2014,Navient,Closed with explanation,Yes,No
1164260,Student loan,Non-federal student loan,Can't repay my loan,,VA,22213,Web,12/19/2014,12/19/2014,Navient,Closed with explanation,Yes,Yes
1164259,Student loan,Non-federal student loan,Can't repay my loan,,NJ,07660,Web,12/19/2014,12/23/2014,Navient,Closed with explanation,Yes,No
1164176,Student loan,Non-federal student loan,Can't repay my loan,,TX,77459,Web,12/19/2014,12/19/2014,Texas Higher Education Coordinating Board,Closed with explanation,Yes,No
1164123,Student loan,Non-federal student loan,Dealing with my lender or servicer,,RI,02857,Web,12/19/2014,12/19/2014,Sallie Mae,Closed with monetary relief,Yes,No
1163924,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,22306,Web,12/19/2014,12/24/2014,"Financial Asset Management Systems, Inc.",Closed with explanation,Yes,Yes
1162495,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,92314,Phone,12/18/2014,12/18/2014,Genesis Lending,Closed with explanation,Yes,No
1162449,Student loan,Non-federal student loan,Can't repay my loan,,NY,11213,Referral,12/18/2014,12/19/2014,Navient,Closed with explanation,Yes,No
1162314,Student loan,Non-federal student loan,Can't repay my loan,,PA,17728,Web,12/18/2014,12/18/2014,Navient,Closed with explanation,Yes,No
1163277,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,92399,Web,12/18/2014,12/22/2014,Wells Fargo,Closed with explanation,Yes,Yes
1163269,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,93351,Web,12/18/2014,12/18/2014,AES/PHEAA,Closed with explanation,Yes,No
1162820,Student loan,Non-federal student loan,Can't repay my loan,,MD,20601,Web,12/18/2014,12/18/2014,PNC Bank,Closed with explanation,Yes,Yes
1162686,Student loan,Non-federal student loan,Can't repay my loan,,VA,20141,Referral,12/18/2014,12/19/2014,Navient,Closed with explanation,Yes,No
1162531,Student loan,Non-federal student loan,Can't repay my loan,,UT,84070,Referral,12/18/2014,12/19/2014,Navient,Closed with explanation,Yes,No
1163972,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,95746,Web,12/18/2014,12/18/2014,Wells Fargo,Closed with explanation,Yes,No
1162529,Student loan,Non-federal student loan,Can't repay my loan,,MA,01754,Web,12/18/2014,12/19/2014,KeyBank NA,Closed with explanation,Yes,Yes
1162514,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,92071,Referral,12/18/2014,12/19/2014,Navient,Closed with non-monetary relief,Yes,Yes
1160903,Student loan,Non-federal student loan,Can't repay my loan,,NY,10710,Phone,12/17/2014,12/18/2014,Genesis Lending,Closed with explanation,Yes,No
1160823,Student loan,Non-federal student loan,Can't repay my loan,,IL,60478,Web,12/17/2014,12/18/2014,JPMorgan Chase,Closed with explanation,Yes,No
1160727,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,62221,Web,12/17/2014,12/19/2014,Navient,Closed with explanation,Yes,No
1160476,Student loan,Non-federal student loan,Can't repay my loan,,IN,47330,Web,12/17/2014,12/17/2014,Navient,Closed with explanation,Yes,No
1160424,Student loan,Non-federal student loan,Can't repay my loan,,KY,42701,Web,12/17/2014,12/19/2014,Genesis Lending,Closed with explanation,Yes,No
1160361,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10462,Web,12/17/2014,12/17/2014,Sallie Mae,Closed with monetary relief,Yes,No
1160102,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33401,Web,12/17/2014,12/17/2014,Navient,Closed with non-monetary relief,Yes,No
1159975,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33312,Web,12/17/2014,12/17/2014,Wells Fargo,Closed with non-monetary relief,Yes,No
1159976,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33312,Web,12/17/2014,12/17/2014,Navient,Closed with explanation,Yes,No
1159914,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,43616,Web,12/17/2014,12/19/2014,"ECMC Group, Inc.",Closed with explanation,Yes,Yes
1162210,Student loan,Non-federal student loan,Dealing with my lender or servicer,,LA,70816,Web,12/17/2014,12/18/2014,AES/PHEAA,Closed with explanation,Yes,Yes
1162137,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OR,97301,Web,12/17/2014,12/18/2014,Navient,Closed with explanation,Yes,No
1162079,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NH,03079,Referral,12/17/2014,01/30/2015,Transworld Systems Inc.,Closed with explanation,Yes,No
1161499,Student loan,Non-federal student loan,Can't repay my loan,,GA,30022,Phone,12/17/2014,12/18/2014,Navient,Closed with explanation,Yes,No
1161386,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,32827,Web,12/17/2014,12/17/2014,Navient,Closed with explanation,Yes,No
1161261,Student loan,Non-federal student loan,Can't repay my loan,,NJ,08551,Web,12/17/2014,12/17/2014,Navient,Closed with explanation,Yes,No
1161180,Student loan,Non-federal student loan,Can't repay my loan,,OH,45042,Web,12/17/2014,12/17/2014,Navient,Closed with explanation,Yes,No
1161111,Student loan,Non-federal student loan,Can't repay my loan,,CA,94015,Web,12/17/2014,12/17/2014,AES/PHEAA,Closed with explanation,Yes,No
1161049,Student loan,Non-federal student loan,Can't repay my loan,,CA,90703,Web,12/17/2014,12/19/2014,Transworld Systems Inc.,Closed with explanation,Yes,No
1159532,Student loan,Non-federal student loan,Can't repay my loan,,WA,98374,Web,12/16/2014,12/16/2014,Navient,Closed with explanation,Yes,No
1160315,Student loan,Non-federal student loan,Can't repay my loan,,AL,35816,Web,12/16/2014,12/17/2014,JPMorgan Chase,Closed with non-monetary relief,Yes,No
1159542,Student loan,Non-federal student loan,Can't repay my loan,,TX,78729,Web,12/16/2014,12/16/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,No
1159408,Student loan,Non-federal student loan,Can't repay my loan,,MT,59718,Web,12/16/2014,12/18/2014,Navient,Closed with explanation,Yes,Yes
1159308,Student loan,Non-federal student loan,Can't repay my loan,,TN,37909,Phone,12/16/2014,12/17/2014,Navient,Closed with monetary relief,Yes,
1159297,Student loan,Non-federal student loan,Can't repay my loan,,NY,11758,Web,12/16/2014,12/18/2014,United Guaranty,Closed with explanation,Yes,No
1159250,Student loan,Non-federal student loan,Can't repay my loan,,GA,31705,Referral,12/16/2014,12/17/2014,Georgia Student Finance Authority,Closed with non-monetary relief,No,No
1158805,Student loan,Non-federal student loan,Repaying your loan,,WA,98512,Referral,12/16/2014,12/18/2014,Navient,Closed with monetary relief,Yes,No
1158802,Student loan,Non-federal student loan,Can't repay my loan,,DC,20024,Web,12/16/2014,12/16/2014,AES/PHEAA,Closed with explanation,Yes,Yes
1158544,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,22306,Web,12/16/2014,12/19/2014,Navient,Closed with explanation,Yes,No
1158455,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,45449,Web,12/16/2014,01/26/2015,Transworld Systems Inc.,Closed with explanation,Yes,Yes
1158385,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33055,Web,12/16/2014,12/16/2014,Navient,Closed with explanation,Yes,No
1158276,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48184,Phone,12/16/2014,12/17/2014,Sallie Mae,Closed with explanation,Yes,No
1158263,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10314,Web,12/16/2014,12/17/2014,Forster & Garbus LLP,Closed with explanation,Yes,No
1158203,Student loan,Non-federal student loan,Can't repay my loan,,MI,48076,Web,12/16/2014,12/16/2014,ConServe,Closed with explanation,Yes,No
1157922,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,95307,Web,12/16/2014,12/16/2014,JPMorgan Chase,Closed with explanation,Yes,No
1157771,Student loan,Non-federal student loan,Can't repay my loan,,CA,90027,Web,12/16/2014,12/18/2014,Performant Financial Corporation,Closed with non-monetary relief,Yes,No
1157856,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MA,02113,Web,12/15/2014,12/16/2014,Navient,Closed with monetary relief,Yes,No
1156011,Student loan,Non-federal student loan,Getting a loan,,GA,30168,Web,12/15/2014,12/17/2014,American Student Assistance,Closed with explanation,Yes,No
1157927,Student loan,Non-federal student loan,Can't repay my loan,,CA,92026,Web,12/15/2014,12/15/2014,Wells Fargo,Closed with non-monetary relief,Yes,No
1157286,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WA,98139,Web,12/15/2014,12/15/2014,Discover,Closed with explanation,Yes,No
1157250,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,94015,Web,12/15/2014,12/15/2014,Sallie Mae,Closed with explanation,Yes,No
1156891,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,24592,Web,12/15/2014,12/15/2014,Genesis Lending,Closed with explanation,Yes,Yes
1156837,Student loan,Non-federal student loan,Can't repay my loan,,MN,55113,Web,12/15/2014,12/15/2014,Genesis Lending,Closed with explanation,Yes,No
1156540,Student loan,Non-federal student loan,Can't repay my loan,,MA,02139,Web,12/15/2014,12/15/2014,Navient,Closed with explanation,Yes,Yes
1156490,Student loan,Non-federal student loan,Can't repay my loan,,NY,13027,Web,12/15/2014,12/15/2014,Navient,Closed with explanation,Yes,Yes
1156335,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,21215,Web,12/15/2014,12/15/2014,Navient,Closed with explanation,Yes,Yes
1155880,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,34203,Web,12/14/2014,12/14/2014,Navient,Closed with explanation,Yes,No
1156291,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,92869,Web,12/14/2014,12/15/2014,Navient,Closed with non-monetary relief,Yes,No
1155973,Student loan,Non-federal student loan,Can't repay my loan,,NC,27612,Web,12/14/2014,12/16/2014,Navient,Closed with explanation,Yes,Yes
1155959,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,76541,Web,12/14/2014,12/14/2014,ACS Education Services,Closed with explanation,Yes,No
1155917,Student loan,Non-federal student loan,Can't repay my loan,,MO,63123,Web,12/14/2014,12/14/2014,Navient,Closed with explanation,Yes,No
1155897,Student loan,Non-federal student loan,Can't repay my loan,,TN,37010,Web,12/14/2014,12/14/2014,Navient,Closed with explanation,Yes,No
1155882,Student loan,Non-federal student loan,Can't repay my loan,,MN,55013,Web,12/14/2014,12/16/2014,Navient,Closed with explanation,Yes,No
1155866,Student loan,Non-federal student loan,Can't repay my loan,,MA,02719,Web,12/14/2014,12/17/2014,Nelnet,Closed with explanation,Yes,No
1155837,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OK,73145,Web,12/13/2014,12/14/2014,Navient,Closed with explanation,Yes,Yes
1155842,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AZ,85022,Web,12/13/2014,12/14/2014,AES/PHEAA,Closed with explanation,Yes,No
1155811,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,34768,Web,12/13/2014,12/16/2014,Student Loan Finance Corporation,Closed with explanation,Yes,No
1155711,Student loan,Non-federal student loan,Can't repay my loan,,MI,48073,Web,12/13/2014,12/13/2014,Navient,Closed with explanation,Yes,Yes
1155671,Student loan,Non-federal student loan,Can't repay my loan,,NY,10075,Web,12/13/2014,12/13/2014,Navient,Closed with explanation,Yes,No
1155631,Student loan,Non-federal student loan,Can't repay my loan,,GA,30096,Web,12/13/2014,12/13/2014,Bank of America,Closed with explanation,Yes,No
1155463,Student loan,Non-federal student loan,Can't repay my loan,,MN,55305,Web,12/13/2014,12/13/2014,ACS Education Services,Closed with explanation,Yes,No
1155584,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OR,97224,Web,12/12/2014,12/13/2014,Navient,Closed with monetary relief,Yes,No
1155579,Student loan,Non-federal student loan,Can't repay my loan,,PA,15122,Web,12/12/2014,12/13/2014,Sallie Mae,Closed with explanation,Yes,No
1154686,Student loan,Non-federal student loan,Can't repay my loan,,NY,14546,Web,12/12/2014,12/12/2014,JPMorgan Chase,Closed with explanation,Yes,No
1155569,Student loan,Non-federal student loan,Can't repay my loan,,PA,18032,Web,12/12/2014,12/13/2014,Sallie Mae,Closed with explanation,Yes,Yes
1154830,Student loan,Non-federal student loan,Can't repay my loan,,PA,19061,Web,12/12/2014,12/12/2014,ACS Education Services,Closed with explanation,Yes,No
1155137,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MO,63010,Web,12/12/2014,12/12/2014,Navient,Closed with explanation,Yes,Yes
1154849,Student loan,Non-federal student loan,Getting a loan,,TX,77581,Web,12/12/2014,12/12/2014,Navient,Closed with explanation,Yes,Yes
1153772,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,22041,Web,12/12/2014,12/12/2014,Navient,Closed with non-monetary relief,Yes,No
1154839,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IA,50112,Web,12/12/2014,12/12/2014,Iowa Student Loan,Closed with explanation,Yes,Yes
1154191,Student loan,Non-federal student loan,Can't repay my loan,,MD,21231,Web,12/12/2014,12/12/2014,Navient,Closed with explanation,Yes,No
1154308,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,14224,Web,12/12/2014,12/12/2014,AES/PHEAA,Closed with explanation,Yes,No
1153900,Student loan,Non-federal student loan,Can't repay my loan,,AZ,85140,Web,12/12/2014,12/12/2014,Brazos Higher Education Servicing,Closed with non-monetary relief,Yes,No
1154430,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,76205,Web,12/12/2014,12/12/2014,Navient,Closed with explanation,Yes,No
1154596,Student loan,Non-federal student loan,Dealing with my lender or servicer,,SC,29936,Web,12/12/2014,12/12/2014,Sallie Mae,Closed with explanation,Yes,No
1154837,Student loan,Non-federal student loan,Dealing with my lender or servicer,,DC,20001,Web,12/12/2014,12/12/2014,Navient,Closed with non-monetary relief,Yes,No
1153847,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,77586,Web,12/12/2014,12/16/2014,Wells Fargo,Closed with explanation,Yes,No
1152263,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WA,98104,Web,12/11/2014,12/11/2014,Navient,Closed with monetary relief,Yes,Yes
1153846,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MS,39631,Web,12/11/2014,12/11/2014,Wells Fargo,Closed with explanation,Yes,Yes
1153325,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,08002,Web,12/11/2014,12/15/2014,Higher Education Student Assistance Authority (HESAA),Closed with monetary relief,Yes,No
1153280,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,93035,Web,12/11/2014,12/11/2014,Navient,Closed with explanation,Yes,No
1152950,Student loan,Non-federal student loan,Can't repay my loan,,WA,98032,Web,12/11/2014,12/15/2014,"Key 2 Recovery, Inc.",Closed with explanation,Yes,No
1152815,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20707,Web,12/11/2014,12/11/2014,Navient,Closed with explanation,Yes,No
1152717,Student loan,Non-federal student loan,Getting a loan,,OH,44310,Web,12/11/2014,12/15/2014,"Weltman, Weinberg & Reis",Closed with explanation,Yes,No
1152623,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,22803,Web,12/11/2014,12/11/2014,ACS Education Services,Closed with explanation,Yes,No
1152494,Student loan,Non-federal student loan,Can't repay my loan,,CA,91791,Web,12/11/2014,12/11/2014,JPMorgan Chase,Closed with explanation,Yes,No
1152325,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,17104,Web,12/11/2014,12/15/2014,"National Enterprise Systems, Inc.",Closed with explanation,Yes,No
1152238,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10465,Web,12/11/2014,12/11/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
1152026,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,44203,Web,12/11/2014,12/11/2014,Navient,Closed with explanation,Yes,No
1152143,Student loan,Non-federal student loan,Can't repay my loan,,TX,76549,Web,12/10/2014,12/11/2014,JPMorgan Chase,Closed with explanation,Yes,No
1153426,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NM,87571,Web,12/10/2014,12/11/2014,Navient,Closed with explanation,Yes,Yes
1152183,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MN,55426,Web,12/10/2014,12/11/2014,Navient,Closed with monetary relief,Yes,No
1149995,Student loan,Non-federal student loan,Can't repay my loan,,MA,01938,Web,12/10/2014,12/10/2014,Navient,Closed with explanation,Yes,No
1151267,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OR,97214,Web,12/10/2014,12/10/2014,Discover,Closed with explanation,Yes,No
1151161,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,75007,Web,12/10/2014,12/10/2014,Navient,Closed with explanation,Yes,No
1151148,Student loan,Non-federal student loan,Can't repay my loan,,TX,78412,Web,12/10/2014,12/10/2014,AES/PHEAA,Closed with explanation,Yes,No
1150767,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,32712,Web,12/10/2014,12/12/2014,West Corporation,Closed with explanation,Yes,No
1150725,Student loan,Non-federal student loan,Can't repay my loan,,PR,00731,Web,12/10/2014,12/10/2014,AES/PHEAA,Closed with explanation,Yes,Yes
1150668,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33486,Web,12/10/2014,12/12/2014,Sallie Mae,Closed with explanation,Yes,No
1150629,Student loan,Non-federal student loan,Can't repay my loan,,IN,47868,Web,12/10/2014,12/12/2014,Navient,Closed with explanation,Yes,No
1150424,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,50230,Web,12/10/2014,12/12/2014,"ECMC Group, Inc.",Closed with explanation,Yes,No
1148843,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TN,37075,Web,12/09/2014,12/09/2014,Navient,Closed with explanation,Yes,No
1150361,Student loan,Non-federal student loan,Can't repay my loan,,IL,60089,Web,12/09/2014,12/10/2014,Navient,Closed with explanation,Yes,No
1150333,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,32751,Web,12/09/2014,12/10/2014,Navient,Closed with explanation,Yes,Yes
1150246,Student loan,Non-federal student loan,Getting a loan,,OH,43612,Web,12/09/2014,12/10/2014,Navient,Closed with explanation,Yes,Yes
1149946,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,44256,Web,12/09/2014,12/09/2014,Navient,Closed with monetary relief,Yes,No
1149627,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80602,Web,12/09/2014,12/09/2014,Sallie Mae,Closed with explanation,Yes,No
1149509,Student loan,Non-federal student loan,Can't repay my loan,,PA,19148,Web,12/09/2014,12/12/2014,Higher Education Student Assistance Authority (HESAA),Closed with explanation,Yes,No
1149200,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,28428,Web,12/09/2014,12/09/2014,KeyBank NA,Closed with non-monetary relief,Yes,No
1149171,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,18643,Web,12/09/2014,12/11/2014,Navient,Closed with explanation,Yes,No
1149046,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20774,Web,12/09/2014,12/11/2014,"National Enterprise Systems, Inc.",Closed with explanation,Yes,Yes
1148980,Student loan,Non-federal student loan,Dealing with my lender or servicer,,RI,02871,Web,12/09/2014,12/11/2014,"The Regional Adjustment Bureau, Incorporated",Closed with non-monetary relief,Yes,No
1148845,Student loan,Non-federal student loan,Can't repay my loan,,GA,30088,Web,12/09/2014,12/11/2014,Genesis Lending,Closed with explanation,Yes,No
1148725,Student loan,Non-federal student loan,Dealing with my lender or servicer,,LA,70817,Web,12/09/2014,12/09/2014,Navient,Closed with explanation,Yes,No
1148563,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,34698,Web,12/09/2014,12/16/2014,Ceannate,Closed with explanation,Yes,Yes
1148351,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,19440,Web,12/09/2014,12/11/2014,AES/PHEAA,Closed with explanation,Yes,Yes
1148233,Student loan,Non-federal student loan,Can't repay my loan,,NY,14620,Web,12/09/2014,12/09/2014,Navient,Closed with explanation,Yes,No
1148139,Student loan,Non-federal student loan,Can't repay my loan,,MI,48458,Web,12/09/2014,12/09/2014,RBS Citizens,Closed with explanation,Yes,Yes
1148395,Student loan,Non-federal student loan,Dealing with my lender or servicer,,KY,42701,Web,12/08/2014,12/12/2014,ConServe,Closed with explanation,Yes,No
1148389,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MA,01803,Web,12/08/2014,12/09/2014,Navient,Closed with explanation,Yes,No
1147783,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80123,Web,12/08/2014,12/11/2014,Navient,Closed with explanation,Yes,No
1147443,Student loan,Non-federal student loan,Can't repay my loan,,FL,34655,Web,12/08/2014,12/08/2014,Navient,Closed with explanation,Yes,No
1147404,Student loan,Non-federal student loan,Can't repay my loan,,OH,44095,Web,12/08/2014,12/08/2014,Navient,Closed with explanation,Yes,No
1147340,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IN,46123,Web,12/08/2014,12/08/2014,AES/PHEAA,Closed with non-monetary relief,Yes,No
1146841,Student loan,Non-federal student loan,Can't repay my loan,,CA,92114,Phone,12/08/2014,12/08/2014,JPMorgan Chase,Closed with explanation,Yes,No
1146613,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10803,Referral,12/08/2014,12/15/2014,Transworld Systems Inc.,Closed with explanation,Yes,No
1146612,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10803,Referral,12/08/2014,12/08/2014,AES/PHEAA,Closed with explanation,Yes,Yes
1146593,Student loan,Non-federal student loan,Getting a loan,,FL,33771,Web,12/08/2014,12/08/2014,Genesis Lending,Closed with explanation,Yes,No
1146419,Student loan,Non-federal student loan,Can't repay my loan,,MA,01801,Web,12/08/2014,12/08/2014,Navient,Closed with explanation,Yes,No
1146411,Student loan,Non-federal student loan,Can't repay my loan,,GA,30038,Referral,12/08/2014,12/09/2014,Navient,Closed with explanation,Yes,No
1148519,Student loan,Non-federal student loan,Can't repay my loan,,SC,29730,Web,12/08/2014,12/09/2014,AES/PHEAA,Closed with explanation,Yes,No
1148471,Student loan,Non-federal student loan,Can't repay my loan,,RI,02896,Web,12/08/2014,12/09/2014,Navient,Closed with explanation,Yes,No
1146573,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,79912,Web,12/07/2014,12/10/2014,Navient,Closed with explanation,Yes,No
1146559,Student loan,Non-federal student loan,Can't repay my loan,,MA,02127,Web,12/07/2014,12/08/2014,Wells Fargo,Closed with explanation,Yes,No
1146236,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MA,02139,Web,12/07/2014,12/07/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
1146580,Student loan,Non-federal student loan,Can't repay my loan,,NC,,Web,12/07/2014,12/08/2014,Navient,Closed with explanation,Yes,No
1146182,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,92503,Web,12/06/2014,12/07/2014,Sallie Mae,Closed with explanation,Yes,Yes
1146127,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90272,Web,12/06/2014,12/07/2014,Navient,Closed with explanation,Yes,No
1146045,Student loan,Non-federal student loan,Can't repay my loan,,NY,11701,Web,12/06/2014,12/06/2014,AES/PHEAA,Closed with explanation,Yes,No
1146196,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,95678,Web,12/06/2014,12/07/2014,Navient,Closed with explanation,Yes,No
1145841,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,00522,Web,12/06/2014,12/08/2014,Navient,Closed with monetary relief,Yes,Yes
1145837,Student loan,Non-federal student loan,Can't repay my loan,,SC,29418,Web,12/06/2014,12/09/2014,Wells Fargo,Closed with explanation,Yes,No
1145215,Student loan,Non-federal student loan,Can't repay my loan,,WI,53072,Referral,12/05/2014,12/09/2014,Navient,Closed with explanation,Yes,No
1145200,Student loan,Non-federal student loan,Can't repay my loan,,IL,60148,Referral,12/05/2014,12/08/2014,Navient,Closed with explanation,Yes,No
1145184,Student loan,Non-federal student loan,Can't repay my loan,,CA,90046,Web,12/05/2014,12/05/2014,Navient,Closed with explanation,Yes,No
